"name","ID","Apical_Buds_2h_vs_Apical_Buds_0h_p.val","Axillary_Buds_0h_vs_Apical_Buds_0h_p.val","Axillary_Buds_2h_vs_Axillary_Buds_0h_p.val","Apical_Buds_2h_vs_Apical_Buds_0h_p.adj","Axillary_Buds_0h_vs_Apical_Buds_0h_p.adj","Axillary_Buds_2h_vs_Axillary_Buds_0h_p.adj","Apical_Buds_2h_vs_Apical_Buds_0h_significant","Axillary_Buds_0h_vs_Apical_Buds_0h_significant","Axillary_Buds_2h_vs_Axillary_Buds_0h_significant","significant","Apical_Buds_2h_vs_Apical_Buds_0h_ratio","Axillary_Buds_0h_vs_Apical_Buds_0h_ratio","Axillary_Buds_2h_vs_Axillary_Buds_0h_ratio","Apical_Buds_0h_centered","Apical_Buds_2h_centered","Axillary_Buds_0h_centered","Axillary_Buds_2h_centered"
"A0A9D4XQP2_PEA","A0A9D4XQP2",0.375692369312063,0.0292880255144804,0.00189054136861386,0.911,0.0958,0.0153,FALSE,FALSE,TRUE,TRUE,0.297,-0.834,1.27,0.0276,0.324,-0.806,0.463
"A0A9D4XQS8_PEA","A0A9D4XQS8",0.431535123240354,0.225635171552417,0.000469304931726421,0.931,0.419,0.00599,FALSE,FALSE,TRUE,TRUE,0.186,-0.295,1.12,-0.196,-0.00956,-0.49,0.63
"A0A9D4XQV9_PEA","A0A9D4XQV9",0.801501643890484,0.0242542927539494,1.31353569071071e-05,0.996,0.0833,0.000662,FALSE,FALSE,TRUE,TRUE,-0.0462,-0.489,-1.45,0.676,0.63,0.187,-1.27
"A0A9D4XR13_PEA","A0A9D4XR13",0.0466816854996698,0.152085420437621,1.96452682583449e-05,0.582,0.322,0.000847,FALSE,FALSE,TRUE,TRUE,-0.471,0.318,-1.56,0.381,-0.0896,0.699,-0.864
"A0A9D4XR82_PEA","A0A9D4XR82",0.764233610086556,5.4314918357936e-06,0.000124878350173802,0.996,0.000233,0.00271,FALSE,TRUE,TRUE,TRUE,-0.0593,1.96,-1.15,-0.739,-0.799,1.22,0.0694
"A0A9D4XRB6_PEA","A0A9D4XRB6",0.6420639794354,0.0103932322569152,0.00269016374783806,0.996,0.0433,0.0197,FALSE,TRUE,TRUE,TRUE,-0.134,-0.916,1.05,0.25,0.116,-0.666,0.383
"A0A9D4XRC7_PEA","A0A9D4XRC7",0.393275922925623,0.000174506528823902,6.75239445065001e-07,0.918,0.00202,0.000134,FALSE,TRUE,TRUE,TRUE,-0.18,-1.28,2.39,0.0977,-0.0822,-1.19,1.2
"A0A9D4XRE0_PEA","A0A9D4XRE0",0.827673284461861,1.24810941784688e-05,0.00721691973750468,0.996,0.00039,0.0395,FALSE,TRUE,TRUE,TRUE,0.0495,-2.03,0.698,0.903,0.953,-1.13,-0.428
"A0A9D4XRI3_PEA","A0A9D4XRI3",0.000305693492249388,0.00220653529371535,0.0149675238793819,0.0869,0.0129,0.0676,FALSE,TRUE,FALSE,TRUE,-4.55,-3.35,2.1,2.5,-2.06,-0.854,1.25
"A0A9D4XRI8_PEA","A0A9D4XRI8",0.0390261613132776,3.9653896179157e-08,1.68252011472288e-09,0.565,3.06e-05,4.33e-06,FALSE,TRUE,TRUE,TRUE,0.605,-4.7,6.19,0.711,1.32,-3.99,2.2
"A0A9D4XRJ6_PEA","A0A9D4XQU6",0.62399620331651,0.00126879441766035,7.4905863856939e-05,0.994,0.00837,0.00199,FALSE,TRUE,TRUE,TRUE,-0.105,0.984,-1.33,-0.144,-0.249,0.84,-0.494
"A0A9D4XRM0_PEA","A0A9D4WJC7",0.263702958529175,0.0162285847699092,0.000251254765295269,0.857,0.0614,0.00402,FALSE,FALSE,TRUE,TRUE,0.184,0.462,-0.839,-0.0736,0.111,0.389,-0.45
"A0A9D4XRP6_PEA.1","A0A9D4XRP6",0.105218249689991,0.00182920431033863,0.000609602552150373,0.72,0.0112,0.00706,FALSE,TRUE,TRUE,TRUE,1.11,2.75,-2.92,-1,0.105,1.74,-1.18
"A0A9D4XRT1_PEA","A0A9D4XRT1",0.775405628366081,0.00377233951657144,0.00187142636460536,0.996,0.0197,0.0152,FALSE,TRUE,TRUE,TRUE,-0.106,-1.44,-1.45,1.21,1.1,-0.23,-1.68
"A0A9D4XRT4_PEA","A0A9D4XRT4",0.00192065721052122,0.00195677287755999,0.0408074355817003,0.204,0.0117,0.141,FALSE,TRUE,FALSE,TRUE,-0.896,0.893,-0.434,-0.124,-1.02,0.769,0.334
"A0A9D4XRU0_PEA","A0A9D4XRU0",0.290532271863306,0.000203894601322651,1.47859684408601e-05,0.877,0.00222,0.000712,FALSE,TRUE,TRUE,TRUE,-0.434,-2.41,3.09,0.592,0.158,-1.82,1.27
"A0A9D4XRZ0_PEA","A0A9D4XRZ0",0.187479249201019,0.333437083638067,0.000692754800525422,0.804,0.54,0.0077,FALSE,FALSE,TRUE,TRUE,-0.866,0.619,-2.83,0.67,-0.196,1.29,-1.54
"A0A9D4XRZ5_PEA","A0A9D4XRZ5",0.222662533861555,0.000121918148970156,0.0116450730718321,0.841,0.00157,0.0559,FALSE,TRUE,FALSE,TRUE,0.211,1.08,-0.461,-0.522,-0.311,0.56,0.0989
"A0A9D4XRZ8_PEA","A0A9D4XR91",0.0453420571903103,0.740662941021628,0.00175212249329261,0.579,0.866,0.0145,FALSE,FALSE,TRUE,TRUE,0.536,-0.078,0.924,-0.356,0.181,-0.434,0.49
"A0A9D4XS30_PEA","A0A9D4XS30",0.0580289549530866,0.000269074443594913,0.464149487843239,0.615,0.0027,0.685,FALSE,TRUE,FALSE,TRUE,0.579,1.59,-0.181,-0.977,-0.398,0.615,0.434
"A0A9D4XS44_PEA","A0A9D4XS44",0.720232546116302,0.0073951948313107,0.0166495073646767,0.996,0.0334,0.0731,FALSE,TRUE,FALSE,TRUE,-0.274,-2.61,1.98,0.957,0.683,-1.65,0.33
"A0A9D4XS65_PEA","A0A9D4XS65",0.213711630055496,0.00400070077518018,0.443477404361791,0.834,0.0207,0.668,FALSE,TRUE,FALSE,TRUE,0.243,-0.712,0.13,0.286,0.53,-0.425,-0.295
"A0A9D4XS68_PEA","A0A9D4XS68",0.608218542892954,0.0317813603788378,0.00324618606158109,0.993,0.102,0.0227,FALSE,FALSE,TRUE,TRUE,-0.106,-0.513,0.728,0.11,0.00434,-0.403,0.325
"A0A9D4XS74_PEA","A0A9D4XS74",0.499687271654358,0.00587250425825019,0.00215273348112922,0.96,0.0279,0.0168,FALSE,TRUE,TRUE,TRUE,0.21,1.1,-1.17,-0.337,-0.126,0.76,-0.409
"A0A9D4XS91_PEA","A0A9D4XS91",0.169828402227329,0.00619318156565779,0.0881908458123145,0.79,0.029,0.242,FALSE,TRUE,FALSE,TRUE,-0.338,0.819,-0.388,-0.248,-0.586,0.57,0.182
"A0A9D4XSI2_PEA","A0A9D4XSI2",0.87253989578369,4.90714608772697e-05,0.00522276537361092,0.996,0.000866,0.0317,FALSE,TRUE,TRUE,TRUE,0.0533,2.47,-1.08,-1.07,-1.01,1.4,0.321
"A0A9D4XSL7_PEA","A0A9D4XSL7",0.0273480169121988,0.0103207475228989,0.0774987807273094,0.519,0.0431,0.222,FALSE,TRUE,FALSE,TRUE,3.6,4.44,-2.42,-2.74,0.854,1.7,-0.725
"A0A9D4XSM4_PEA","A0A9D4XSM4",0.00217183776127245,6.92366436762154e-05,0.428042031668838,0.209,0.00107,0.654,FALSE,TRUE,FALSE,TRUE,2.7,4.51,-0.46,-3.07,-0.372,1.44,0.98
"A0A9D4XSV6_PEA","A0A9D4WD28",0.607604970068532,0.0643649674677592,0.00711125515468432,0.993,0.174,0.0391,FALSE,FALSE,TRUE,TRUE,-0.13,-0.518,0.771,0.108,-0.022,-0.41,0.361
"A0A9D4XT03_PEA","A0A9D4XT03",0.317211048305882,3.92466602203305e-07,2.49553762070677e-07,0.894,6.7e-05,7.69e-05,FALSE,TRUE,TRUE,TRUE,0.317,-4.26,4.04,1.14,1.46,-3.13,0.91
"A0A9D4XT07_PEA","A0A9D4XT07",0.26649253384844,0.00353305704862567,5.5992366360305e-06,0.86,0.0186,0.000418,FALSE,TRUE,TRUE,TRUE,0.266,0.901,-2.04,-0.0067,0.26,0.894,-1.15
"A0A9D4XT16_PEA","A0A9D4XT16",0.486959035446169,4.00936440852418e-05,0.00392680619039506,0.959,0.000766,0.0259,FALSE,TRUE,TRUE,TRUE,-0.337,-3.65,1.64,1.64,1.3,-2.02,-0.376
"A0A9D4XT23_PEA","A0A9D4XT23",0.0220505665993659,0.0802764413440159,2.85590838146602e-05,0.491,0.205,0.00109,FALSE,FALSE,TRUE,TRUE,0.778,-0.552,2.04,-0.468,0.31,-1.02,1.02
"A0A9D4XT24_PEA","A0A9D4XT24",0.189219793161707,0.00769333387593809,0.000208270050025258,0.805,0.0345,0.00356,FALSE,TRUE,TRUE,TRUE,0.291,-0.711,1.14,-0.00247,0.289,-0.714,0.427
"A0A9D4XT29_PEA","A0A9D4XT29",0.611454968271972,0.00275830122375347,0.00504036615564263,0.993,0.0154,0.0309,FALSE,TRUE,TRUE,TRUE,-0.144,1.15,-0.922,-0.334,-0.478,0.812,-0.111
"A0A9D4XT39_PEA","A0A9D4XT39",0.59929445323034,0.00303405940960712,0.00185043923898106,0.993,0.0165,0.0151,FALSE,TRUE,TRUE,TRUE,-0.166,-1.26,1.22,0.398,0.232,-0.859,0.362
"A0A9D4XT42_PEA","A0A9D4W6Z4",0.973975812022441,4.77861651335432e-05,1.88715665567854e-05,0.996,0.000855,0.000834,FALSE,TRUE,TRUE,TRUE,0.0109,-2.5,2.53,0.669,0.68,-1.83,0.701
"A0A9D4XT59_PEA","A0A9D4XT59",0.617155052646021,0.000173749750986276,0.0324765306680276,0.993,0.00202,0.119,FALSE,TRUE,FALSE,TRUE,0.0849,1.05,-0.375,-0.494,-0.41,0.557,0.182
"A0A9D4XTD5_PEA","A0A9D4XTD5",0.0303489800069473,0.101975963824712,0.000950529576494716,0.535,0.244,0.00948,FALSE,FALSE,TRUE,TRUE,-0.631,0.445,-1.08,0.224,-0.406,0.669,-0.412
"A0A9D4XTF6_PEA","A0A9D4XTF6",0.35095032355013,0.000332845484875397,0.00116737947342275,0.904,0.00313,0.0109,FALSE,TRUE,TRUE,TRUE,0.179,1.06,-0.785,-0.414,-0.235,0.648,-0.137
"A0A9D4XTH6_PEA","A0A9D4XTH6",0.718371595112862,7.36062965221684e-05,0.579995409255721,0.996,0.00111,0.769,FALSE,TRUE,FALSE,TRUE,-0.12,-2.33,-0.165,1.35,1.23,-0.981,-1.15
"A0A9D4XTP6_PEA","A0A9D4XTP6",0.0477224277062916,1.57858246784506e-06,0.00119109772337335,0.585,0.000118,0.0111,FALSE,TRUE,TRUE,TRUE,-0.463,-2.4,0.861,1.2,0.736,-1.2,-0.337
"A0A9D4XTS9_PEA","A0A9D4XTS9",0.792210151534806,0.00200935446592442,0.0208054370972715,0.996,0.012,0.0867,FALSE,TRUE,FALSE,TRUE,-0.0478,0.779,-0.448,-0.29,-0.338,0.489,0.0416
"A0A9D4XTW1_PEA","A0A9D4XTW1",0.80582938076736,0.00103764328746267,0.280779410387195,0.996,0.00722,0.517,FALSE,TRUE,FALSE,TRUE,0.0649,1.26,-0.264,-0.634,-0.569,0.628,0.364
"A0A9D4XU02_PEA","A0A9D4XU02",0.967665594041818,0.00169860991425217,0.00135688224083155,0.996,0.0106,0.0121,FALSE,TRUE,TRUE,TRUE,-0.0125,1.37,-1.27,-0.396,-0.409,0.97,-0.297
"A0A9D4XU03_PEA","A0A9D4XU03",0.68333509441582,3.53974847338455e-06,0.000103156939339427,0.996,0.000184,0.00244,FALSE,TRUE,TRUE,TRUE,0.117,3,-1.71,-1.2,-1.08,1.8,0.0854
"A0A9D4XU38_PEA","A0A9D4XU38",0.193208391656607,0.000283225165834932,0.380744956529663,0.809,0.00281,0.614,FALSE,TRUE,FALSE,TRUE,0.36,1.52,-0.21,-0.872,-0.512,0.652,0.441
"A0A9D4XU59_PEA","A0A9D4XTF2",0.947936422901582,0.0182540597566095,0.000192736674066878,0.996,0.067,0.00339,FALSE,FALSE,TRUE,TRUE,-0.0183,0.796,1.54,-0.849,-0.867,-0.053,1.49
"A0A9D4XUB1_PEA","A0A9D4XUB1",0.753654339656128,0.00685868266054829,0.607723472519474,0.996,0.0313,0.787,FALSE,TRUE,FALSE,TRUE,-0.0575,0.634,0.0846,-0.353,-0.411,0.281,0.365
"A0A9D4XUG1_PEA","A0A9D4XUG1",0.81938351772364,0.000605435043599781,0.00284067102382546,0.996,0.00485,0.0204,FALSE,TRUE,TRUE,TRUE,-0.144,-3.27,2.28,1.2,1.06,-2.07,0.214
"A0A9D4XUL8_PEA","A0A9D4XUL8",0.015278012252443,0.000857409919326837,0.60221479582199,0.437,0.00626,0.784,FALSE,TRUE,FALSE,TRUE,0.687,1.15,0.109,-0.842,-0.155,0.304,0.413
"A0A9D4XUP7_PEA","A0A9D4XUP7",0.553831625415525,0.00203923953393573,0.00116220859976959,0.977,0.0121,0.0109,FALSE,TRUE,TRUE,TRUE,-0.145,1.04,-1.02,-0.25,-0.395,0.789,-0.228
"A0A9D4XUS4_PEA","A0A9D4XUS4",0.923400674438372,0.0128375806418494,0.00776333485973875,0.996,0.0512,0.0416,FALSE,FALSE,TRUE,TRUE,0.0283,0.903,-0.892,-0.257,-0.229,0.646,-0.246
"A0A9D4XUU8_PEA","A0A9D4XUU8",0.647571319180888,2.89556777567649e-05,0.000110787771123141,0.996,0.000619,0.00254,FALSE,TRUE,TRUE,TRUE,-0.0988,1.71,-1.28,-0.56,-0.659,1.15,-0.122
"A0A9D4XUV2_PEA","A0A9D4XUV2",0.699053992085336,0.000118730806478053,0.0981639985052772,0.996,0.00153,0.261,FALSE,TRUE,FALSE,TRUE,-0.151,-2.57,-0.63,1.61,1.46,-0.954,-1.58
"A0A9D4XUV8_PEA","A0A9D4XUV8",0.501218196138692,0.00671618732057873,0.000755417047453527,0.96,0.0309,0.00814,FALSE,TRUE,TRUE,TRUE,-0.162,-0.825,1.07,0.204,0.0418,-0.622,0.444
"A0A9D4XV13_PEA","A0A9D4XV13",0.639615415634924,7.65883770071283e-05,0.00015634901875796,0.996,0.00114,0.00307,FALSE,TRUE,TRUE,TRUE,0.0743,-1.1,0.893,0.338,0.412,-0.765,0.128
"A0A9D4XV45_PEA","A0A9D4XV45",0.734469327456649,0.000957485917410902,0.00407950212950258,0.996,0.0068,0.0266,FALSE,TRUE,TRUE,TRUE,0.0794,1.13,-0.795,-0.421,-0.342,0.709,-0.0863
"A0A9D4XV48_PEA","A0A9D4XV48",0.879454443962559,0.331857838310451,0.00530129177379954,0.996,0.539,0.032,FALSE,FALSE,TRUE,TRUE,-0.0276,0.182,-0.591,0.0696,0.042,0.251,-0.34
"A0A9D4XV76_PEA","A0A9D4XV76",0.443192590185692,0.00239963328594222,0.000554663169441038,0.935,0.0138,0.00664,FALSE,TRUE,TRUE,TRUE,0.194,-1.04,1.17,0.194,0.389,-0.845,0.327
"A0A9D4XVG9_PEA","A0A9D4XVG9",0.765606608721148,1.5986052321397e-05,0.0818828624018577,0.996,0.000434,0.231,FALSE,TRUE,FALSE,TRUE,-0.0564,1.63,-0.324,-0.785,-0.841,0.844,0.521
"A0A9D4XVI0_PEA","A0A9D4XVI0",0.102552592980336,0.0082577825574664,0.018433139633242,0.713,0.0363,0.0791,FALSE,TRUE,FALSE,TRUE,-0.395,0.743,-0.564,-0.144,-0.539,0.599,0.0356
"A0A9D4XVI9_PEA","A0A9D4W5V1",0.27176500391591,0.00178955213722008,2.1906250498668e-05,0.864,0.0111,0.00091,FALSE,TRUE,TRUE,TRUE,-0.267,1.03,-1.73,-0.0134,-0.281,1.01,-0.723
"A0A9D4XVL9_PEA","A0A9D4XVL9",0.929986647094736,0.00451760298468213,0.00739149727394031,0.996,0.0226,0.0402,FALSE,TRUE,TRUE,TRUE,-0.07,2.98,-2.43,-0.943,-1.01,2.04,-0.397
"A0A9D4XVS8_PEA","A0A9D4XVS8",0.352046577504673,0.00436667774467438,0.00230160414271021,0.904,0.0221,0.0176,FALSE,TRUE,TRUE,TRUE,0.233,0.917,-0.916,-0.314,-0.0809,0.603,-0.313
"A0A9D4XW30_PEA","A0A9D4XW30",0.80447292633111,0.000568019474978904,0.768608187585684,0.996,0.00463,0.883,FALSE,TRUE,FALSE,TRUE,-0.0861,1.82,0.0915,-0.995,-1.08,0.826,0.918
"A0A9D4XWB4_PEA","A0A9D4VUU3",0.371727384279002,4.29637080749887e-06,8.38564592445989e-07,0.909,0.000201,0.000137,FALSE,TRUE,TRUE,TRUE,0.274,-3.07,3.38,0.677,0.951,-2.39,0.987
"A0A9D4XWB9_PEA","A0A9D4XWB9",0.720949893950659,0.149946144736171,0.0091034699059081,0.996,0.319,0.0465,FALSE,FALSE,TRUE,TRUE,-0.0785,-0.337,0.643,0.0299,-0.0486,-0.307,0.336
"A0A9D4XWE4_PEA","A0A9D4XWE4",0.0642183378571044,0.21925508107424,0.00747413100394082,0.639,0.411,0.0406,FALSE,FALSE,TRUE,TRUE,-0.568,-0.354,0.837,0.12,-0.449,-0.234,0.603
"A0A9D4XWH1_PEA","A0A9D4XWH1",0.945635937197464,0.00430499709216835,0.00682023551485728,0.996,0.0218,0.0381,FALSE,TRUE,TRUE,TRUE,0.0188,1.04,-0.858,-0.34,-0.321,0.703,-0.155
"A0A9D4XWQ6_PEA","A0A9D4XWQ6",0.0539862418425234,0.299919322487644,0.00023568031156098,0.604,0.503,0.00385,FALSE,FALSE,TRUE,TRUE,-0.528,-0.26,1.3,-0.0675,-0.595,-0.328,0.968
"A0A9D4XWR0_PEA","A0A9D4XWR0",0.779899152169638,0.000302345620799138,0.0909266096936034,0.996,0.00292,0.247,FALSE,TRUE,FALSE,TRUE,0.131,-2.69,0.774,1.22,1.35,-1.47,-0.694
"A0A9D4XWT4_PEA","A0A9D4XWT4",0.562248402584321,0.00854916084480779,0.187534987846148,0.981,0.0374,0.4,FALSE,TRUE,FALSE,TRUE,-0.391,-2.22,0.832,1.09,0.699,-1.13,-0.297
"A0A9D4XWT8_PEA","A0A9D4XWT8",0.379162912185422,0.00168722980519704,0.284613316775625,0.915,0.0106,0.521,FALSE,TRUE,FALSE,TRUE,-0.231,1.14,-0.255,-0.487,-0.718,0.649,0.394
"A0A9D4XWV6_PEA","A0A9D4XWV6",0.508878241759837,0.000201452964843338,0.00364815432170919,0.965,0.00221,0.0246,FALSE,TRUE,TRUE,TRUE,0.203,1.85,-1.05,-0.777,-0.574,1.07,0.0201
"A0A9D4XWW0_PEA","A0A9D4XWW0",0.0939372171914127,0.0239050723849372,0.00518980270452825,0.699,0.0824,0.0316,FALSE,FALSE,TRUE,TRUE,-0.552,-0.805,0.981,0.322,-0.23,-0.483,0.498
"A0A9D4XWY0_PEA","A0A9D4XWY0",0.751811601979961,0.00320405961103378,5.77511561229187e-05,0.996,0.0173,0.0017,FALSE,TRUE,TRUE,TRUE,-0.0721,-0.903,1.48,0.109,0.037,-0.794,0.684
"A0A9D4XWY2_PEA","A0A9D4XWY2",0.686023702472056,0.00715972548154401,0.994198425840055,0.996,0.0326,0.996,FALSE,TRUE,FALSE,TRUE,-0.346,-2.93,-0.00554,1.69,1.35,-1.24,-1.24
"A0A9D4XX03_PEA","A0A9D4XX03",0.605697391550092,0.000898363231125768,6.03976042897683e-07,0.993,0.0065,0.000129,FALSE,TRUE,TRUE,TRUE,0.108,-1.01,2.44,-0.142,-0.0339,-1.16,1.28
"A0A9D4XX59_PEA","A0A9D4XX59",0.0958273658288642,0.000406103204161404,0.0654039247587938,0.7,0.00359,0.198,FALSE,TRUE,FALSE,TRUE,0.63,1.91,-0.637,-1.04,-0.409,0.869,0.232
"A0A9D4XX74_PEA","A0A9D4XX74",0.593228003300712,0.0179193228830273,1.57812548873415e-05,0.991,0.0661,0.000752,FALSE,FALSE,TRUE,TRUE,-0.109,0.577,-1.56,0.142,0.0328,0.718,-0.846
"A0A9D4XX99_PEA","A0A9D4XX99",0.248506304668314,8.18009595432023e-05,0.00024754048049821,0.85,0.0012,0.004,FALSE,TRUE,TRUE,TRUE,0.237,1.37,-1.04,-0.525,-0.287,0.841,-0.204
"A0A9D4XXA8_PEA","A0A9D4XXA8",0.360401872335735,0.000194688583051182,0.016771826034834,0.906,0.00217,0.0735,FALSE,TRUE,FALSE,TRUE,0.224,1.46,-0.618,-0.691,-0.467,0.773,0.155
"A0A9D4XXF5_PEA","A0A9D4XXF5",0.708066496758453,0.00381940651707755,0.00399119123194649,0.996,0.0199,0.0262,FALSE,TRUE,TRUE,TRUE,-0.0891,0.913,-0.81,-0.253,-0.342,0.66,-0.15
"A0A9D4XXG6_PEA","A0A9D4XXG6",0.00376641634722246,1.33757585439007e-06,0.0011805217906952,0.288,0.000108,0.011,FALSE,TRUE,TRUE,TRUE,-1.05,-3.23,1.14,1.74,0.689,-1.49,-0.355
"A0A9D4XXH1_PEA","A0A9D4XXD2",0.0484801435691666,0.011671252235718,0.00381204920573717,0.585,0.0476,0.0253,FALSE,TRUE,TRUE,TRUE,0.726,-1.01,1.12,0.0492,0.775,-0.962,0.154
"A0A9D4XXL8_PEA","A0A9D4XXL8",0.792460244151797,5.58728424159794e-07,0.000259775610567744,0.996,7.58e-05,0.00412,FALSE,TRUE,TRUE,TRUE,-0.0791,-3.99,1.58,1.77,1.69,-2.22,-0.642
"A0A9D4XXQ7_PEA","A0A9D4XXQ7",0.495648166310416,0.00150499961932377,0.0984536952301407,0.96,0.00961,0.261,FALSE,TRUE,FALSE,TRUE,0.16,1.04,-0.373,-0.509,-0.35,0.531,0.158
"A0A9D4XXR1_PEA","A0A9D4XXR1",0.547561524048393,9.06033804262519e-05,0.000581169378063167,0.975,0.00128,0.00683,FALSE,TRUE,TRUE,TRUE,0.156,1.76,-1.2,-0.673,-0.517,1.08,-0.118
"A0A9D4XXT6_PEA","A0A9D4XXT6",0.128699881495609,0.820703712016242,0.0001734733305065,0.745,0.913,0.00323,FALSE,FALSE,TRUE,TRUE,0.385,-0.0533,1.31,-0.434,-0.0489,-0.487,0.825
"A0A9D4XY01_PEA","A0A9D4XY01",0.55995968834437,0.00113756731214304,0.619439743098573,0.98,0.00769,0.794,FALSE,TRUE,FALSE,TRUE,-0.107,-0.855,0.0812,0.474,0.367,-0.382,-0.301
"A0A9D4XY04_PEA","A0A9D4XY04",0.418274120875606,0.0112023148597869,0.00750959569362685,0.929,0.0458,0.0407,FALSE,TRUE,TRUE,TRUE,0.299,-1.14,1.1,0.239,0.538,-0.899,0.202
"A0A9D4XY17_PEA","A0A9D4XY17",0.599125667990345,0.20345486029292,0.00724910873663812,0.993,0.392,0.0396,FALSE,FALSE,TRUE,TRUE,0.21,-0.531,1.22,-0.0994,0.111,-0.63,0.586
"A0A9D4XY98_PEA","A0A9D4XY98",0.530595375156708,0.00891829291468301,0.0157690041542664,0.969,0.0386,0.0699,FALSE,TRUE,FALSE,TRUE,-0.147,-0.762,0.607,0.29,0.143,-0.472,0.135
"A0A9D4XYD4_PEA","A0A9D4XYD4",0.518117043842002,0.00020213778828483,6.74393813847351e-06,0.965,0.00221,0.000456,FALSE,TRUE,TRUE,TRUE,0.131,1.22,-1.73,-0.23,-0.0991,0.993,-0.741
"A0A9D4XYK5_PEA","A0A9D4XYK5",0.660393220546445,5.51173989858018e-05,0.00018570299469309,0.996,0.000933,0.00334,FALSE,TRUE,TRUE,TRUE,0.166,2.75,-2.08,-0.978,-0.812,1.77,-0.305
"A0A9D4XYL0_PEA","A0A9D4XAZ1",0.0724647737293895,3.84872961267499e-05,1.40477037661274e-05,0.662,0.000744,0.00069,FALSE,TRUE,TRUE,TRUE,-0.49,-1.89,1.93,0.636,0.146,-1.25,0.68
"A0A9D4XYR1_PEA","A0A9D4Y2X7",0.0227990462219919,0.00993761358521334,0.00172725013577167,0.495,0.042,0.0144,FALSE,TRUE,TRUE,TRUE,-1.2,-1.43,1.75,0.63,-0.568,-0.799,0.947
"A0A9D4XYS8_PEA","A0A9D4XYS8",0.765637177248167,0.0624040843591197,0.00632930327118412,0.996,0.17,0.0364,FALSE,FALSE,TRUE,TRUE,-0.313,-2.18,3.29,0.379,0.066,-1.81,1.49
"A0A9D4XYV6_PEA","A0A9D4XYV6",0.306116204910205,0.00470130268621639,0.330303189799632,0.888,0.0233,0.567,FALSE,TRUE,FALSE,TRUE,0.204,0.718,-0.173,-0.4,-0.196,0.318,0.144
"A0A9D4XYX2_PEA","A0A9D4XYX2",0.471717776720789,0.000128670470944631,0.000234540878879665,0.953,0.00162,0.00385,FALSE,TRUE,TRUE,TRUE,0.321,-2.86,2.35,0.832,1.15,-2.03,0.321
"A0A9D4XYY3_PEA","A0A9D4XYY3",0.779651539196633,0.00667463453494567,0.034581277645574,0.996,0.0307,0.124,FALSE,TRUE,FALSE,TRUE,-0.332,-4.13,2.6,1.63,1.3,-2.49,0.102
"A0A9D4XYY7_PEA","A0A9D4XYY7",0.573318195742448,2.82861064429679e-05,0.00161496608268727,0.987,0.000613,0.0137,FALSE,TRUE,TRUE,TRUE,0.179,2.52,-1.25,-1.08,-0.901,1.44,0.184
"A0A9D4XZ08_PEA","A0A9D4XZ08",0.0633190321132951,3.92167592542401e-07,0.000392375481636044,0.636,6.7e-05,0.00541,FALSE,TRUE,TRUE,TRUE,-0.618,-4.13,1.47,2.02,1.4,-2.11,-0.636
"A0A9D4XZ12_PEA","A0A9D4XHT8",0.584030730708472,0.00107350648402362,0.0286249537887951,0.989,0.00741,0.108,FALSE,TRUE,FALSE,TRUE,-0.151,-1.3,0.629,0.581,0.43,-0.723,-0.094
"A0A9D4XZ13_PEA","A0A9D4XZ13",0.342987513311013,0.000191497974978317,0.00354786308386089,0.904,0.00215,0.0241,FALSE,TRUE,TRUE,TRUE,0.268,1.69,-0.958,-0.732,-0.465,0.956,-0.00248
"A0A9D4XZ49_PEA","A0A9D4XZ49",0.0411810260967918,0.000418053856724821,0.00132567449094581,0.574,0.00367,0.0119,FALSE,TRUE,TRUE,TRUE,-1.25,-2.93,2.19,1.34,0.0909,-1.59,0.605
"A0A9D4XZ89_PEA","A0A9D4XZ89",0.865830952591813,0.00386197546523756,0.00120394442417129,0.996,0.0201,0.0112,FALSE,TRUE,TRUE,TRUE,0.0474,-1.08,1.17,0.256,0.303,-0.823,0.349
"A0A9D4XZ97_PEA","A0A9D4XV22",0.624656854734978,0.00189415069917806,5.37334717949948e-05,0.994,0.0115,0.00163,FALSE,TRUE,TRUE,TRUE,0.119,-1.05,1.59,0.107,0.226,-0.944,0.646
"A0A9D4XZC5_PEA","A0A9D4XZC5",0.179149476416719,0.00680826032347101,0.000135758615731992,0.796,0.0312,0.00285,FALSE,TRUE,TRUE,TRUE,0.341,0.832,1.39,-0.925,-0.584,-0.0928,1.29
"A0A9D4XZH0_PEA","A0A9D4XZH0",0.127415654762242,0.882308844297918,0.00457105375230796,0.743,0.941,0.0288,FALSE,FALSE,TRUE,TRUE,-0.418,0.0377,0.85,-0.138,-0.556,-0.101,0.749
"A0A9D4XZM4_PEA","A0A9D4XZM4",0.971307863534437,0.0213225526926499,0.00395535380792328,0.996,0.0754,0.026,FALSE,FALSE,TRUE,TRUE,-0.0199,-1.52,1.89,0.317,0.297,-1.2,0.692
"A0A9D4XZP3_PEA","A0A9D4XZP3",0.0070026961148154,3.07525362758166e-06,7.1240741123249e-05,0.336,0.000167,0.00194,FALSE,TRUE,TRUE,TRUE,0.826,2.56,-1.51,-1.21,-0.384,1.35,-0.161
"A0A9D4XZR1_PEA","A0A9D4XZR1",0.0488015926804092,0.116051191632203,0.00889117869619145,0.587,0.267,0.0457,FALSE,FALSE,TRUE,TRUE,-0.491,0.374,-0.648,0.107,-0.385,0.481,-0.167
